local_designation|rb_factor_catalogue|ps1_designation|sherlock_distancempc|dec_psf|sherlock_host_ra|psf_inst_mag_sig|cal_psf_mag|sherlockClassification|detection_list_id|sherlock_object_id|filter|rb_factor_image|sherlock_tables|followup_flag_date|sherlock_specz|tns_name|ra_psf|id|sherlock_host_dec|target|ref|diff|mjd_obs
10HYSEiwf|0.294948|PS20gsc||18.492983494371686|6.219844977322623|0.21154|21.3083|SN|GOOD|1237679457612071310|i|0.795674|SDSS/PS1|2020-08-12||2020rfw|6.2199214646958385|1002452781182934500|18.49321926138328|1002452781182934500_59073.597_106900415_356_target|1002452781182934500_59073.597_106900415_356_ref|1002452781182934500_59073.597_106900415_356_diff|59145.2927927187
10HYSEiws|0.558937|PS20gsf||2.84761630592996|17.454783|0.167467|20.7477|SN|GOOD|1237680100771365122|i|0.832636|SDSS/2MASS/PS1/GAIA|2020-08-12||2020rij|17.454557940211664|1010949081025051400|2.847234|1010949081025051400_59073.552_106896472_235_target|1010949081025051400_59073.552_106896472_235_ref|1010949081025051400_59073.552_106896472_235_diff|59107.5399324778
10HYSEivb|0.711332|PS20gsp||-7.8529539258044805|220.088168736|0.0341805|18.3975|SN|GOOD|98572200882617490|r|0.837896|PS1|2020-08-11||2020rkp|220.08921618092396|1144021410075110600|-7.85240047|1144021410075110600_59072.278_106822412_213_target|1144021410075110600_59072.278_106822412_213_ref|1144021410075110600_59072.278_106822412_213_diff|59080.260675741
10HYSEivf|0.196017|PS20gsq||7.147635500899577|331.01234678400004|0.253357|21.5026|SN|GOOD|1237678845037642685|r|0.532241|SDSS/PS1|2020-08-11||2020rkr|331.0119548549819|1220402871070851300|7.147449292|1220402871070851300_59072.383_106834565_308_target|1220402871070851300_59072.383_106834565_308_ref|1220402871070851300_59072.383_106834565_308_diff|59105.3761472924
10HYSEiuc|0.443251|PS20fwk||1.4599186691411064|255.695404744|0.156069|20.329|SN|GOOD|109752556953342455|i|0.560468|PS1|2020-08-10|||255.69460087593697|1170246691012735700|1.459813606|1170246691012735700_59071.281_106778783_757_target|1170246691012735700_59071.281_106778783_757_ref|1170246691012735700_59071.281_106778783_757_diff|59071.2818288501
10HYSEiut|0.996579|PS20gpp||27.472175233789535|243.07814173413868|0.10566|20.1628|SN|GOOD|1237662619726316104|i|0.999995|SDSS/PS1|2020-08-10|||243.0781073384624|1161218751272819700|27.47216255053071|1161218751272819700_59071.287_106779462_162_target|1161218751272819700_59071.287_106779462_162_ref|1161218751272819700_59071.287_106779462_162_diff|59106.2446595207
10HYSEitx|0.330315|PS20gso||13.881158979837698|234.66710675000002|0.202617|20.9435|SN|GOOD|124652346670717902|r|0.431527|PS1|2020-08-10||2020rkq|234.66723755102177|1153840141135252000|13.881181136|1153840141135252000_59074.293_106907896_391_target|1153840141135252000_59074.293_106907896_391_ref|1153840141135252000_59074.293_106907896_391_diff|59106.2425658083
10HYSEiok|0.487182|PS20gqr||28.200274554982432|242.26168743462702|0.232801|21.1235|SN|GOOD|1237662641194926918|i|0.708021|SDSS/PS1|2020-08-08||2020rcr|242.2609018114044|1160902621281200700|28.199792865144634|1160902621281200700_59069.346_106699987_267_target|1160902621281200700_59069.346_106699987_267_ref|1160902621281200700_59069.346_106699987_267_diff|59106.2446595207
10HYSEinh|0.0425656|PS20gof|409.166168|26.73601843790487|239.47384276|0.170354|21.1244|SN|GOOD|WISEAJ155753.72+264408.4|g|0.593891|NED/2MASS/GLADE/PS1|2020-08-08|0.089523|2020qzf|239.47492102892747|1155753981264409800|26.735692122|1155753981264409800_59069.345_106699861_277_target|1155753981264409800_59069.345_106699861_277_ref|1155753981264409800_59069.345_106699861_277_diff|59079.2627738902
10HYSEimu|0.636526|PS20gnr||12.996978539672785|235.114408202|0.280013|21.042|SN|GOOD|1237668271912452353|r|0.78753|SDSS/PS1|2020-08-07||2020qxl|235.114416647768|1154027461125949200|12.997023732|1154027461125949200_59068.328_106658540_200_target|1154027461125949200_59068.328_106658540_200_ref|1154027461125949200_59068.328_106658540_200_diff|59081.2654538454
10HYSEimk|0.971319|PS20gnq|669.885|13.178309592682096|229.55217|0.236747|20.5168|SN|GOOD|1237668350289707035|i|0.975619|SDSS/2MASS/GLADE/GAIA/PS1|2020-08-07|0.141228220614|2020qxm|229.55325598979542|1151812781131041900|13.177843|1151812781131041900_59068.330_106658756_283_target|1151812781131041900_59068.330_106658756_283_ref|1151812781131041900_59068.330_106658756_283_diff|59068.3300200906
10HYSEikw|0.148682|PS20glr||32.30756543401528|247.743367794|0.319818|20.5959|SN|CONFIRMED|1237659153145201082|g|0.651778|SDSS/PS1|2020-08-04|||247.74211867838596|1163058101321827200|32.3069733|1163058101321827200_59065.306_106587892_64_target|1163058101321827200_59065.306_106587892_64_ref|1163058101321827200_59065.306_106587892_64_diff|59131.233262484
10HYSEilh|0.711717|PS20goh||-7.55081682105117||0.0573515|19.3075|ORPHAN|GOOD||r|0.992096||2020-08-04||2020qzd|227.18197732684527|1150843680073302900||1150843680073302900_59065.285_106585955_242_target|1150843680073302900_59065.285_106585955_242_ref|1150843680073302900_59065.285_106585955_242_diff|59080.2624100334
10HYSEikt|0.101406|PS20gsx||-3.3445256772907244|229.092484398|0.215899|20.6307|SN|GOOD|103982290924437112|z|0.508546|PS1|2020-08-04||2020rmp|229.09254706541628|1151622230032040200|-3.344548424|1151622230032040200_59065.290_106586384_744_target|1151622230032040200_59065.290_106586384_744_ref|1151622230032040200_59065.290_106586384_744_diff|59074.2819800945
10HYSEilf|0.667253|PS20goi||13.732518565227725|227.9008017692821|0.244195|20.4386|SN|GOOD|1237668333104988867|i|0.791652|SDSS|2020-08-04||2020qze|227.9008105409745|1151136181134357100|13.732473502333427|1151136181134357100_59068.329_106658674_147_target|1151136181134357100_59068.329_106658674_147_ref|1151136181134357100_59068.329_106658674_147_diff|59102.2375229584
10HYSEilt|0.230554|PS20gls|199.9308099|27.86139941240397|238.702087|0.188069|20.3601|SN|GOOD|1237662340012179633|r|0.753747|SDSS/2MASS/GLADE/PS1|2020-08-04|0.0451296|2020qtf|238.69851334028007|1155447631275140900|27.860329|1155447631275140900_59065.298_106586987_300_target|1155447631275140900_59065.298_106586987_300_ref|1155447631275140900_59065.298_106586987_300_diff|59065.298655091
10HYSEilx|0.915811|PS20glx||24.62711513331213|244.18687934931742|0.146485|20.3684|SN|GOOD|1237662664292499770|r|0.96674|SDSS/PS1|2020-08-04||2020qtp|244.1864298296469|1161644741243737500|24.627581007594628|1161644741243737500_59065.299_106587168_374_target|1161644741243737500_59065.299_106587168_374_ref|1161644741243737500_59065.299_106587168_374_diff|59108.2473708186
10HYSEikr|0.209598|PS20gog|306.196|29.076987457218703|241.61258331282426|0.300376|20.4491|NT|GOOD|1237662620262334772|i|0.492471|SDSS/GLADE|2020-08-04|0.0680141|2020qzg|241.61277114285375|1160627061290437200|29.077078245991036|1160627061290437200_59069.343_106699661_238_target|1160627061290437200_59069.343_106699661_238_ref|1160627061290437200_59069.343_106699661_238_diff|59102.2492456664
10HYSEikg|0.981831|PS20gkp||5.259982451913872|11.025807|0.103439|19.183|SN|CONFIRMED|1237678434330738744|r|0.99737|SDSS/2MASS/GLADE/PS1|2020-08-03|||11.025022103422003|1004406001051536100|5.25948|1004406001051536100_59064.562_106577081_35_target|1004406001051536100_59064.562_106577081_35_ref|1004406001051536100_59064.562_106577081_35_diff|59188.3248803542
10HYSEiko|0.179379|PS20gkq||20.07848128893347|2.848127877787306|0.241746|21.1902|SN|GOOD|1237679503783166127|g|0.56564|SDSS/PS1/GLADE|2020-08-03||2020qrs|2.8480822675838087|1001123521200442500|20.078524674481354|1001123521200442500_59064.520_106574927_400_target|1001123521200442500_59064.520_106574927_400_ref|1001123521200442500_59064.520_106574927_400_diff|59519.2771780359
10HYSEijb|0.901353|PS20gpt||8.074015553552263|186.017041667|0.194935|19.0729|NT|GOOD|SDSSJ122404.08+080426.1|g|0.965511|NED|2020-08-01||2020rcs|186.0171067856005|1122404081080426500|8.07394|1122404081080426500_59062.268_106517930_116_target|1122404081080426500_59062.268_106517930_116_ref|1122404081080426500_59062.268_106517930_116_diff|59076.255009979
10HYSEiiu|0.499724|PS20gsn|765.597|-3.405420103679598|196.537|0.162555|19.9614|SN|GOOD|SDSSJ130608.93-032424.2|r|0.585025|NED/SDSS/PS1/GLADE|2020-08-01|0.162861|2020rjw|196.5353700230913|1130608480032419300|-3.4067|1130608480032419300_59062.273_106518753_148_target|1130608480032419300_59062.273_106518753_148_ref|1130608480032419300_59062.273_106518753_148_diff|59062.2738319506
10HYSEijh|0.988639|PS20gjw|394.457|20.3714940510651|192.004494784|0.132432|19.2899|SN|GOOD|1237668298743873581|g|0.99997|SDSS/2MASS/PS1/GLADE|2020-08-01|0.0868926|2020qpu|192.0041424740725|1124800991202217400|20.371064922|1124800991202217400_59062.277_106519116_92_target|1124800991202217400_59062.277_106519116_92_ref|1124800991202217400_59062.277_106519116_92_diff|59075.2620735606
10GYSEiir|0.0789655|PS20glq||-12.351920564661127|226.685203206|0.138775|20.5068|SN|GOOD|93172266851806701|r|0.490983|PS1|2020-07-31||2020qte|226.68492028122122|1150644380122107000|-12.353065176|1150644380122107000_59061.289_106477002_300_target|1150644380122107000_59061.289_106477002_300_ref|1150644380122107000_59061.289_106477002_300_diff|59080.2619765114
10GYSEiiq|0.64186|PS20gkr||39.90008593546064|219.484418678|0.137166|20.8127|SN|GOOD|1237661851480687177|r|0.941389|SDSS/PS1|2020-07-31||2020qrt|219.48621268640417|1143756701395400200|39.899885294|1143756701395400200_59061.282_106476215_51_target|1143756701395400200_59061.282_106476215_51_ref|1143756701395400200_59061.282_106476215_51_diff|59097.2400359726
10GYSEigq|0.621245|PS20gsw||20.33881791793683|2.2181115040656323|0.24971|21.1581|SN|GOOD|1237680246815326567|i|0.426786|SDSS/PS1|2020-07-30||2020rmo|2.218086130329179|1000852341202019800|20.33882473364112|1000852341202019800_59060.502_106461631_296_target|1000852341202019800_59060.502_106461631_296_ref|1000852341202019800_59060.502_106461631_296_diff|59077.464266464
10GYSEiim|0.109843|PS20gjj||18.56447355919292|5.563553165492635|0.291556|21.3843|SN|GOOD|1237678602918166887|i|0.746839|SDSS/PS1|2020-07-30|||5.565108231937268|1002215621183351900|18.564863977003945|1002215621183351900_59060.502_106461689_290_target|1002215621183351900_59060.502_106461689_290_ref|1002215621183351900_59060.502_106461689_290_diff|59073.5974350539
10GYSEiin|0.180675|PS20gjk|326.588|-0.728607094532291|318.0293535274642|0.172592|20.7429|SN|GOOD|1237663456703087264|i|0.6592|SDSS/2MASS/GLADE/PS1|2020-07-30|0.0721963560982|2020qmy|318.03017955750494|1211207250004343100|-0.7281133510681526|1211207250004343100_59060.493_106460830_307_target|1211207250004343100_59060.493_106460830_307_ref|1211207250004343100_59060.493_106460830_307_diff|59104.2990125358
10GYSEigy|0.411712|PS20hns||19.21920122676116|5.948270866|0.160408|21.2876|SN|GOOD|1237679502710735206|r|0.434943|SDSS/PS1|2020-07-30||2020toj|5.948230273067323|1002347581191309100|19.219000594|1002347581191309100_59060.500_106461390_266_target|1002347581191309100_59060.500_106461390_266_ref|1002347581191309100_59060.500_106461390_266_diff|59079.4892276317
10GYSEigz|0.410728|PS20iue||3.97464445220075|13.99826683742043|0.256711|21.5381|SN|GOOD|1237678621696590242|i|0.576547|SDSS/PS1|2020-07-30||2020vzc|13.998678492723567|1005559671035828800|3.974298137188193|1005559671035828800_59060.509_106462206_208_target|1005559671035828800_59060.509_106462206_208_ref|1005559671035828800_59060.509_106462206_208_diff|59107.5390254431
10GYSEiet|0.933386|PS20ggk||26.73585846498839|244.218175438|0.289462|19.8807|SN|CONFIRMED|SDSSJ161652.36+264409.0|z|0.991439|NED/SDSS/PS1|2020-07-29|||244.21818208962867|1161652361264409100|26.735863608|1161652361264409100_59059.378_106405050_13_target|1161652361264409100_59059.378_106405050_13_ref|1161652361264409100_59059.378_106405050_13_diff|59131.2281742146
10GYSEicm|0.97021|PS20gkb||12.438659566240165|322.30561980600004|0.190732|21.116|SN|GOOD|122923223056076987|r|0.991683|PS1|2020-07-29||2020qqi|322.3055177440109|1212913321122619200|12.438742596|1212913321122619200_59059.444_106412837_579_target|1212913321122619200_59059.444_106412837_579_ref|1212913321122619200_59059.444_106412837_579_diff|59107.2390186536
10GYSEiah|0.20517|PS20gim|78.3|35.51872855585961|336.701830992|0.147909|19.7574|NT|GOOD|UGC12039|g|0.49513|NED_D/GAIA/PS1/GLADE|2020-07-29|0.020057||336.70179105483646|1222648401353107200|35.518690626|1222648401353107200_59059.450_106413230_571_target|1222648401353107200_59059.450_106413230_571_ref|1222648401353107200_59059.450_106413230_571_diff|59115.3438023254
10GYSEico|0.742226|PS20gks||10.17427065291014|317.3466783068161|0.156974|21.0284|SN|GOOD|SDSSJ210923.20+101028.6|r|0.990611|NED/SDSS/PS1|2020-07-29||2020qrv|317.34717287456664|1210923311101027300|10.174627157599808|1210923311101027300_59059.443_106412475_284_target|1210923311101027300_59059.443_106412475_284_ref|1210923311101027300_59059.443_106412475_284_diff|59075.3524847684
10GYSEiep|0.212392|PS20gin||8.870061126519504|325.10216417|0.27965|21.4807|SN|GOOD|1237678875637253392|i|0.993231|SDSS/PS1|2020-07-29||2020qlp|325.1029298626833|1214024711085212400|8.870037772|1214024711085212400_59059.444_106412646_717_target|1214024711085212400_59059.444_106412646_717_ref|1214024711085212400_59059.444_106412646_717_diff|59103.3861123578
10GYSEhzg|0.984405|PS20gji||1.4374602027229562|10.389765266|0.265198|21.1154|SN|CONFIRMED|2MASXJ00413350+0126172|r|0.999992|NED/SDSS/2MASS/GLADE/PS1|2020-07-28||2020qmo|10.390399269219575|1004133691012614800|1.43776211|1004133691012614800_59058.567_106381632_20_target|1004133691012614800_59058.567_106381632_20_ref|1004133691012614800_59058.567_106381632_20_diff|59158.2961107945
10GYSEhyu|1.0|PS20gid|204.075757|2.283855872009143|18.29874875948809|0.156496|21.1322|SN|CONFIRMED|UGC00768NOTES01|r|0.999983|NED/SDSS/2MASS/GLADE/PS1|2020-07-28|0.046035||18.300142354363715|1011312031021701800|2.2838827016173524|1011312031021701800_59058.568_106381937_18_target|1011312031021701800_59058.568_106381937_18_ref|1011312031021701800_59058.568_106381937_18_diff|59186.2662689663
10GYSEhyv|0.525755|PS20gie|139.0|6.664147529843493|9.9002083|0.181139|19.884|NT|CONFIRMED|2MASXJ00393603+0639511|i|0.631819|NED/NED_D/2MASS/PS1/GAIA|2020-07-28|0.03886||9.89988197298041|1003935971063950900|6.66419|1003935971063950900_59058.567_106381681_31_target|1003935971063950900_59058.567_106381681_31_ref|1003935971063950900_59058.567_106381681_31_diff|59093.4723480832
10GYSEiac|0.332793|PS20gko||-5.43750739953934|42.404738911293215|0.216282|20.9595|SN|GOOD|1237679439891529968|r|0.532424|SDSS/PS1|2020-07-28||2020qrp|42.40563553402188|1024937340052615200|-5.438081661323587|1024937340052615200_59058.608_106386052_132_target|1024937340052615200_59058.608_106386052_132_ref|1024937340052615200_59058.608_106386052_132_diff|59513.4785866748
10GYSEiaa|0.909597|PS20hog||3.902859353660861|10.641175802|0.274199|21.2324|SN|GOOD|1237678433256473105|i|0.999617|SDSS/PS1|2020-07-28|||10.641217316594263|1004233881035410300|3.902828186|1004233881035410300_59060.508_106462154_92_target|1004233881035410300_59060.508_106462154_92_ref|1004233881035410300_59060.508_106462154_92_diff|59103.4512701249
10GYSEhzq|0.640504|PS20gjx||-3.581695738053142|35.272319342|0.158298|21.0264|SN|GOOD|1237679255208722689|i|0.936242|SDSS/PS1|2020-07-28||2020qqg|35.27252432588408|1022105390033454100|-3.582120618|1022105390033454100_59058.606_106385216_115_target|1022105390033454100_59058.606_106385216_115_ref|1022105390033454100_59058.606_106385216_115_diff|59062.5812358065
10GYSEhyw|0.921775|PS20gbc|642.688|0.03930194713081964|333.428792|0.126513|21.278|SN|GOOD|2MASXJ22134294+0002201|g|0.998955|NED/SDSS/2MASS/PS1/GLADE|2020-07-28|0.138779||333.4283794254222|1221342821000221800|0.038986|1221342821000221800_59058.562_106381423_135_target|1221342821000221800_59058.562_106381423_135_ref|1221342821000221800_59058.562_106381423_135_diff|59076.4724232345
10GYSEhzl|0.913737|PS20gif|601.0|1.0437350951695057|16.857|0.232167|21.3084|NT|GOOD|SDSSJ010725.69+010237.3|i|0.880685|NED_D/SDSS/GLADE|2020-07-28|0.15||16.8569829005052|1010725671010237300|1.04371|1010725671010237300_59058.568_106381896_85_target|1010725671010237300_59058.568_106381896_85_ref|1010725671010237300_59058.568_106381896_85_diff|59514.4041643459
10GYSEhxe|0.827384|PS20gkc||26.702371594981834|5.62747972580604|0.119608|20.804|SN|CONFIRMED|1237680275798950190|r|0.992868|SDSS/PS1|2020-07-25|||5.626856119771491|1002230441264208400|26.702617855778296|1002230441264208400_59055.538_106341989_140_target|1002230441264208400_59055.538_106341989_140_ref|1002230441264208400_59055.538_106341989_140_diff|59107.5289596263
10GYSEhyk|0.437486|PS20gtk||24.843103527611994|357.0780237473259|0.293482|21.6722|SN|GOOD|1237678580364476835|i|0.541828|SDSS/PS1|2020-07-25||2020rpl|357.07791099779723|1234818691245035000|24.843106486359083|1234818691245035000_59055.536_106341463_265_target|1234818691245035000_59055.536_106341463_265_ref|1234818691245035000_59055.536_106341463_265_diff|59074.4949844434
10GYSEhxr|0.653518|PS20ggr||27.240502323472466|240.58522333054594|0.265335|21.3179|SN|GOOD|1237662340549837454|r|0.892463|SDSS/PS1|2020-07-25||2020qhn|240.58495803002828|1160220371271425900|27.24068068153357|1160220371271425900_59055.328_106317317_184_target|1160220371271425900_59055.328_106317317_184_ref|1160220371271425900_59055.328_106317317_184_diff|59083.2652775748
10GYSEhyi|0.273325|PS20ggs|530.0|24.460300593995562|241.208333|0.12918|20.463|SN|GOOD|SDSSJ160450.00+242731.4|r|0.588064|NED_D/SDSS/PS1/GLADE|2020-07-25|0.106536|2020qho|241.20829036216804|1160449981242736900|24.45875|1160449981242736900_59055.328_106317267_152_target|1160449981242736900_59055.328_106317267_152_ref|1160449981242736900_59055.328_106317267_152_diff|59108.2464984446
10GYSEhwz|0.993468|PS20ggg||2.117542085973981|254.55406990705836|0.0576501|18.9901|VS|CONFIRMED|16581298+0207031|g||2MASS/GAIA|2020-07-24|||254.55410247844392|1165812981020703000|2.117528857972528||||59367.3455881532
10GYSEhwq|0.706321|PS20gfr||18.34232108115408|236.000235666|0.1913|21.3573|SN|GOOD|SDSSJ154400.06+182028.7|i|0.970541|NED/SDSS/PS1|2020-07-24||2020qfj|236.00125996148472|1154400301182032300|18.34135975|1154400301182032300_59054.339_106303842_94_target|1154400301182032300_59054.339_106303842_94_ref|1154400301182032300_59054.339_106303842_94_diff|59079.2564245541
10GYSEhwo|0.250726|PS20gfs|843.335|21.170495420651537|240.667625|0.211026|21.3226|SN|GOOD|2MASSJ16024021+2110139|i|0.437832|NED/SDSS/PS1/GLADE|2020-07-24|0.177862|2020qfv|240.66676863233062|1160240021211013800|21.17061|1160240021211013800_59054.343_106304847_358_target|1160240021211013800_59054.343_106304847_358_ref|1160240021211013800_59054.343_106304847_358_diff|59079.2577425347
10GYSEhwi|0.0540406|PS20gio|175.731|31.778062284013014|333.733317844|0.214707|21.7514|SN|CONFIRMED|CGCG494-007|i|0.502355|NED/2MASS/GLADE/PS1|2020-07-23|0.039447|2020qlq|333.72954616453865|1221455091314641000|31.774689602|1221455091314641000_59053.485_106280600_1397_target|1221455091314641000_59053.485_106280600_1397_ref|1221455091314641000_59053.485_106280600_1397_diff|59080.417113233
10GYSEhtq|0.913343|PS20geh||35.002120857025275|339.402527|0.05737|19.8961|SN|CONFIRMED|1237672026248511757|g|0.999953|SDSS/2MASS/GLADE/PS1|2020-07-23|||339.40098158312605|1223736231350007600|35.002083|1223736231350007600_59053.486_106280780_333_target|1223736231350007600_59053.486_106280780_333_ref|1223736231350007600_59053.486_106280780_333_diff|59080.4156985477
10GYSEhwd|0.881242|PS20gfg|645.633722|-4.047559688927404|41.232769|0.13407|20.8953|SN|GOOD|2MASXJ02445586-0402516|i|0.999603|NED/SDSS/2MASS/GLADE/PS1|2020-07-23|0.136921|2020qet|41.23056366694841|1024455340040251200|-4.047672|1024455340040251200_59053.608_106295010_177_target|1024455340040251200_59053.608_106295010_177_ref|1024455340040251200_59053.608_106295010_177_diff|59062.5829784581
10GYSEhup|0.575318|PS20gao||1.9688321669294522|330.25433979|0.174891|20.8079|SN|GOOD|1237678597003739780|r|0.503416|SDSS/PS1|2020-07-23|||330.25399973547724|1220100951015807800|1.969205074|1220100951015807800_59053.476_106279671_484_target|1220100951015807800_59053.476_106279671_484_ref|1220100951015807800_59053.476_106279671_484_diff|59053.4767992874
10GYSEhst|0.998574|PS20gdy|331.587368|27.07780964708101|237.459762988|0.273088|20.4933|SN|CONFIRMED|2MASXJ15495030+2704378|r|0.999463|NED/SDSS/2MASS/PS1/GAIA|2020-07-22|0.073361||237.45994533290468|1154950391270440000|27.0772071|1154950391270440000_59052.402_106236868_58_target|1154950391270440000_59052.402_106236868_58_ref|1154950391270440000_59052.402_106236868_58_diff|59108.2460677819
10GYSEhsx|0.0941725|PS20gea||17.20995962878207|192.365334718|0.243266|21.2099|SN|GOOD|1237668624089284896|i|0.520264|SDSS/PS1|2020-07-22||2020qbj|192.36539280886512|1124927681171235700|17.209908506|1124927681171235700_59052.270_106234782_269_target|1124927681171235700_59052.270_106234782_269_ref|1124927681171235700_59052.270_106234782_269_diff|59052.2708949251
10GYSEhsw|0.72032|PS20gdz|214.97316|32.86669898437681|208.803986|0.159512|19.575|SN|GOOD|KUG1353+331|i|0.429458|NED/SDSS/2MASS/GLADE/PS1/GAIA|2020-07-22|0.04841|2020qbi|208.80352692794085|1135512861325200000|32.865795|1135512861325200000_59052.329_106236172_77_target|1135512861325200000_59052.329_106236172_77_ref|1135512861325200000_59052.329_106236172_77_diff|59066.2881358447
10GYSEhsv|0.124587|PS20gkn|323.2960041|30.878525276582273|210.386862|0.127923|19.9784|SN|GOOD|1237665331472433222|r|0.840983|SDSS/2MASS/PS1/GLADE|2020-07-22|0.0716138|2020qrq|210.38633246892178|1140132721305242700|30.87851|1140132721305242700_59052.329_106236134_51_target|1140132721305242700_59052.329_106236134_51_ref|1140132721305242700_59052.329_106236134_51_diff|59098.2397617218
10GYSEhsf|0.765152|PS20gcz||17.077110377909623|1.8283183461257408|0.253612|21.235|SN|CONFIRMED|1237679455999623305|z|0.496339|SDSS/PS1|2020-07-21||2020pyy|1.827211810980661|1000718511170437800|17.078346872144532|1000718511170437800_59051.559_106227195_119_target|1000718511170437800_59051.559_106227195_119_ref|1000718511170437800_59051.559_106227195_119_diff|59103.3955888492
10GYSEhqv|0.979996|PS20gcq|427.9313818|21.071036689763496|5.325671|0.221345|21.8147|SN|CONFIRMED|1237680247890313388|g|0.999179|SDSS/2MASS/GLADE/GAIA/PS1|2020-07-21|0.0933837||5.324894069511253|1002117961210415700|21.070589|1002117961210415700_59051.560_106227386_134_target|1002117961210415700_59051.560_106227386_134_ref|1002117961210415700_59051.560_106227386_134_diff|59103.3996336991
10GYSEhrv|0.400469|PS20gch||-12.766076490101717|226.559479864|0.242021|20.0514|SN|GOOD|92682265594271272|r|0.720659|PS1|2020-07-21|||226.5590742958514|1150614180124557900|-12.76588467|1150614180124557900_59051.288_106195250_320_target|1150614180124557900_59051.288_106195250_320_ref|1150614180124557900_59051.288_106195250_320_diff|59070.2723899895
10GYSEhre|0.193958|PS20gcy||-8.066206729007456|219.2180829|0.153232|20.9506|SN|GOOD|98322192180630827|g|0.929943|PS1|2020-07-21||2020pyx|219.21815224604794|1143652350080358400|-8.06628052|1143652350080358400_59051.287_106194990_63_target|1143652350080358400_59051.287_106194990_63_ref|1143652350080358400_59051.287_106194990_63_diff|59051.2876116141
10GYSEhsd|0.472284|PS20gft||-5.34550243958769|214.034809416|0.277476|20.5568|SN|GOOD|101582140348135645|r|0.525128|PS1/GLADE|2020-07-21||2020qfw|214.03405142423276|1141608170052043700|-5.345641978|1141608170052043700_59054.268_106297061_66_target|1141608170052043700_59054.268_106297061_66_ref|1141608170052043700_59054.268_106297061_66_diff|59054.2686700158
10GYSEhqt|0.609823|PS20gcn||13.347191682775424|190.698375|0.103557|20.5187|SN|GOOD|SDSSJ124247.60+132050.8|r|0.986522|NED/SDSS/PS1|2020-07-21||2020pyi|190.69851784748582|1124247641132049800|13.34747|1124247641132049800_59051.269_106193259_210_target|1124247641132049800_59051.269_106193259_210_ref|1124247641132049800_59051.269_106193259_210_diff|59051.269953296
10GYSEhrn|0.184079|PS20ggu||20.695557160383853|3.489602623394944|0.194089|21.675|SN|GOOD|1237680247352721675|r|0.79424|SDSS/PS1|2020-07-21||2020qht|3.490997554567742|1001357841204144000|20.695203036221166|1001357841204144000_59055.543_106342616_247_target|1001357841204144000_59055.543_106342616_247_ref|1001357841204144000_59055.543_106342616_247_diff|59079.4883214183
10GYSEhos|0.208851|PS20gcp||26.89885281654281|7.505677582460976|0.2844|21.4292|SN|GOOD|1237678789736464737|i|0.443479|SDSS/PS1|2020-07-20||2020pyk|7.506540432288318|1003001571265355500|26.897961440234504|1003001571265355500_59050.551_106184556_24_target|1003001571265355500_59050.551_106184556_24_ref|1003001571265355500_59050.551_106184556_24_diff|59119.3609336093
10GYSEjzs|0.717885|PS20gbm||6.499522397236439|333.712874632|0.200589|21.3108|SN|GOOD|1237669762796225320|r|0.381263|SDSS/PS1|2020-07-20|||333.71284738522974|1221451081062958400|6.499337324|1221451081062958400_59050.495_106178261_105_target|1221451081062958400_59050.495_106178261_105_ref|1221451081062958400_59050.495_106178261_105_diff|59079.4299669088
10GYSEhnh|0.986792|PS20fzn|108.978039|26.326701171377973|358.574274598193|0.124136|20.1118|SN|CONFIRMED|KUG2351+260|r|0.99225|NED/SDSS/2MASS/GLADE/PS1|2020-07-19|0.024967||-1.4261388848828336|1235417731261936100|26.33105650669787|1235417731261936100_59049.579_106150770_5_target|1235417731261936100_59049.579_106150770_5_ref|1235417731261936100_59049.579_106150770_5_diff|59156.3699095528
10GYSEhnd|0.830465|PS20gfv||-4.405691283192258|225.72570184399999|0.243416|21.2119|SN|GOOD|102712257256823460|g|0.997299|PS1|2020-07-18||2020qfz|225.72576880993572|1150254180042420500|-4.405750452|1150254180042420500_59048.286_106076929_213_target|1150254180042420500_59048.286_106076929_213_ref|1150254180042420500_59048.286_106076929_213_diff|59074.2784327966
10GYSEhlm|0.678355|PS20gfz||34.0178253003748|200.90311424989932|0.196288|20.9576|SN|GOOD|1237665128549712255|g|0.718604|SDSS|2020-07-18||2020qgj|200.90275705356177|1132336661340104100|34.017847851996564|1132336661340104100_59048.268_106074726_73_target|1132336661340104100_59048.268_106074726_73_ref|1132336661340104100_59048.268_106074726_73_diff|59048.2686468745
10GYSEhmo|0.659053|PS20fyj|889.143598|12.283072600087085|227.55685668|0.131654|20.6498|SN|GOOD|1237662638517387396|g|0.960679|SDSS/2MASS/PS1|2020-07-18|0.183251|2020ppq|227.55779699323534|1151013861121659100|12.283988358|1151013861121659100_59048.297_106077644_243_target|1151013861121659100_59048.297_106077644_243_ref|1151013861121659100_59048.297_106077644_243_diff|59053.28326069
10GYSEhlj|0.745524|PS20ggc||0.6519492600957809|224.76099480835128|0.150097|20.8076|SN|GOOD|1237648722324095612|r|0.67899|SDSS/PS1|2020-07-18||2020qgm|224.76084908756445|1145902601003907100|0.652071813675263|1145902601003907100_59048.284_106076741_148_target|1145902601003907100_59048.284_106076741_148_ref|1145902601003907100_59048.284_106076741_148_diff|59048.2846569144
